street,city,state,zipcode,latitude,longitude,license,expiration
671 Cove Dr,Big Bear Lake,CA,92315,34.2417416,-116.9596013,BCA-103679,10/21/2021
367 Crater Lake Rd,Big Bear Lake,CA,92315,34.2458118,-116.8739314,BCA-103441,8/7/2021
429 Crater Lake Rd,Big Bear Lake,CA,92315,34.2448897,-116.8727904,BCA-104081,11/14/2021
802 Crestwood Dr,Big Bear Lake,CA,92315,34.2377511,-116.8860121,BCA-104599,12/4/2021
363 Crystal Lake Rd,Big Bear Lake,CA,92315,34.2455896,-116.8742628,BCA-104872,1/10/2022
470 Crystal Lake Rd,Big Bear Lake,CA,92315,34.24371,-116.8749761,BCA-102583,6/25/2021
508 Vista Ln,Edmond,OK,73034,35.6493943,-97.45133779999999,BCA-104066,12/12/2021
576 Vista Ln,Big Bear Lake,CA,92315,34.2422887,-116.9262981,BCA-104619,12/7/2021
38799 Waterview Dr,Big Bear Lake,CA,92315,34.2445954,-116.9558757,BCA-103899,10/2/2021
38841 Waterview Dr,Big Bear Lake,CA,92315,34.2442527,-116.9547718,BCA-104393,12/18/2021
38928 Waterview Dr,Big Bear Lake,CA,92315,34.24421,-116.952729,BCA-104852,11/21/2021
42568 Willow Ave,Big Bear Lake,CA,92315,34.2363648,-116.8734214,BCA-105384,3/27/2022
42601 Willow Ave,Big Bear Lake,CA,92315,34.2360036,-116.8726869,BCA-103135,6/26/2021
41631 Brownie Ln #116,Big Bear Lake,CA,92315,34.24209,-116.893807,BCA-104212,11/20/2021
1308 Buffalo Ct,Big Bear Lake,CA,92315,34.2284311,-116.8563167,BCA-104992,2/27/2022
777 Cameron Dr,Big Bear Lake,CA,92315,34.2383944,-116.9139345,BCA-104761,12/29/2021
861 Cameron Dr,Big Bear Lake,CA,92315,34.2373762,-116.9130029,BCA-104743,1/3/2022
43846 Canyon Crest Dr,Big Bear Lake,CA,92315,34.2312918,-116.8453643,BCA-102931,7/10/2021
834 Birch St,Big Bear,CA,92314,34.2369791,-116.8708118,BCA-103567,10/4/2021
860 Birch St,Big Bear Lake,CA,92315,34.2365551,-116.8708065,BCA-104236,11/5/2021
463 Blue Jay Ln,Satellite Beach,FL,32937,28.2102501,-80.6082031,BCA-103501,9/4/2021
760 Blue Jay Rd #3,Big Bear Lake,CA,92315,34.2386284,-116.9481712,BCA-102656,6/22/2021
760 Bluejay Rd #39,Big Bear Lake,CA,92315,34.2389095,-116.9484323,BCA-104485,11/8/2021
760 Bluejay Rd #45,Big Bear Lake,CA,92315,34.2389095,-116.9484323,BCA-103618,9/18/2021
40221 Bonita Ln,Big Bear Lake,CA,92315,34.2432008,-116.9236299,BCA-103945,10/16/2021
741 Boulder Bay Ct,Big Bear Lake,CA,92315,34.2396038,-116.9490681,BCA-104173,12/16/2021
43580 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2279048,-116.8510247,BCA-104927,2/24/2022
43598 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2273764,-116.8507025,BCA-103950,10/19/2021
43410 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2308869,-116.8547406,BCA-105129,2/4/2022
430 Catalina Rd,Big Bear Lake,CA,92315,34.2444475,-116.8798329,BCA-104822,1/8/2022
439 Catalina Rd,Big Bear Lake,CA,92315,34.2443917,-116.8790022,BCA-104718,1/17/2022
42674 Cedar Ave,Big Bear Lake,CA,92315,34.2369579,-116.8711329,BCA-104845,1/13/2022
447 Cienega Rd,Big Bear Lake,CA,92315,34.24485,-116.943363,BCA-102568,6/11/2021
549 Cienega Rd,Big Bear Lake,CA,92315,34.2431916,-116.9430883,BCA-102792,6/28/2021
40565 Big Bear Blvd Unit A,Big Bear Lake,CA,92315,34.2422502,-116.9166603,BCA-103829,9/23/2021
1334 Balsam Dr,Big Bear Lake,CA,92315,34.2280139,-116.8644157,BCA-103234,9/4/2021
1363 Balsam Dr,Big Bear Lake,CA,92315,34.2273657,-116.8642684,BCA-103303,8/19/2021
43100 Bear Creek Ct,Big Bear Lake,CA,92315,34.23134900000001,-116.861867,BCA-103512,9/26/2021
1124 Sylvan Glen,Big Bear Lake,CA,92315,34.2317798,-116.8660837,BCA-103883,10/31/2021
1132 Sylvan Glen,Big Bear Lake,CA,92315,34.231602,-116.866019,BCA-103474,10/7/2021
1168 Sylvan Glen,Big Bear Lake,CA,92315,34.230949,-116.866005,BCA-104571,12/20/2021
667 Talmadge Rd,Big Bear Lake,CA,92315,34.2404657,-116.9217438,BCA-104793,10/5/2021
696 Talmadge Rd,Big Bear Lake,CA,92315,34.2400829,-116.9223418,BCA-104302,11/11/2021
775 Tamarack Landing,Big Bear Lake,CA,92315,34.2389884,-116.9552889,BCA-103140,8/5/2021
662 Cienega Rd,Big Bear Lake,CA,92315,34.2406064,-116.9424444,BCA-102895,7/16/2021
681 Cienega Rd Unit B,Big Bear Lake,CA,92315,34.2401993,-116.9409175,BCA-105185,11/15/2021
858 Club View Dr,Big Bear Lake,CA,92315,34.2365903,-116.8669926,BCA-104864,1/31/2022
43496 Colusa Dr,Big Bear,CA,92314,34.2330568,-116.8530955,BCA-103456,8/25/2021
511 Lakeview Ct,Big Bear Lake,CA,92315,34.2432521,-116.9206857,BCA-103772,10/30/2021
40063 Lakeview Dr,Big Bear Lake,CA,92315,34.2472583,-116.9275861,BCA-102639,6/8/2021
40280 Lakeview Dr,Big Bear Lake,CA,92315,34.2446816,-116.9229859,BCA-105339,3/3/2022
39802 Lakeview Dr #28,Big Bear Lake,CA,92315,34.249065,-116.933749,BCA-103027,7/17/2021
41573 Mcwhinney Ln,Big Bear Lake,CA,92315,34.24135860000001,-116.895106,BCA-104531,11/30/2021
41632 Mcwhinney Ln,Big Bear Lake,CA,92315,34.2417834,-116.8938178,BCA-103893,10/24/2021
853 Menlo Dr,Big Bear Lake,CA,92315,34.2364921,-116.8578353,BCA-104270,11/30/2021
41571 Mockingbird Dr,Big Bear Lake,CA,92315,34.2467621,-116.8952441,BCA-105016,1/16/2022
661 Modoc Dr,Big Bear Lake,CA,92315,34.2404256,-116.9188455,BCA-104460,1/7/2022
450 Jeffries Rd,Big Bear Lake,CA,92315,34.2444815,-116.9020073,BCA-104549,12/4/2021
42628 Juniper Dr,Big Bear Lake,CA,92315,34.250303,-116.8723763,BCA-104271,11/30/2021
42672 Juniper Dr,Big Bear Lake,CA,92315,34.2502067,-116.8713755,BCA-103966,11/1/2021
653 Knight Ave,Big Bear Lake,CA,92315,34.240777,-116.90406,BCA-105002,1/2/2022
693 Knight Ave,Big Bear Lake,CA,92315,34.2400871,-116.9040777,BCA-104671,11/23/2021
195 Knoll Rd,Big Bear Lake,CA,92315,34.2492759,-116.9359124,BCA-104282,10/25/2021
41487 Oak St,Big Bear Lake,CA,92315,34.2394639,-116.8969924,BCA-103624,9/15/2021
41497 Oak St,Big Bear Lake,CA,92315,34.2393865,-116.8968084,BCA-104257,11/8/2021
39981 Ohio Ln,Big Bear Lake,CA,92315,34.2412665,-116.9296447,BCA-104543,1/17/2022
239 Olympic Rd,Pittsburgh,PA,15236,40.3388429,-79.9914534,BCA-104838,1/14/2022
167 Oriole Dr,Big Bear Lake,CA,92315,34.2496392,-116.8979816,BCA-103521,8/6/2021
211 Orion Way,Big Bear Lake,CA,92315,34.2528105,-116.8723303,BCA-105289,3/19/2022
42356 Paramount Rd,Big Bear Lake,CA,92315,34.246901,-116.878266,BCA-105490,4/7/2022
42368 Paramount Rd,Big Bear Lake,CA,92315,34.2469552,-116.8780359,BCA-103514,8/22/2021
41692 Park Ave,Big Bear Lake,CA,92315,34.2451655,-116.8923685,BCA-104292,11/10/2021
563 Georgia St,Big Bear Lake,CA,92315,34.242328,-116.900213,BCA-103194,9/17/2021
611 Georgia St,Big Bear Lake,CA,92315,34.241513,-116.9000405,BCA-102552,6/20/2021
810 Georgia St,Key West,FL,33040,24.5581937,-81.7915816,BCA-104320,11/30/2021
834 Georgia St,Vallejo,CA,94590,38.1012242,-122.248704,BCA-102281,6/26/2021
394 Glenwood Dr,Big Bear Lake,CA,92315,34.2562676,-116.8703056,BCA-102507,6/15/2021
42438 Golden Oak Rd,Big Bear Lake,CA,92315,34.2552694,-116.8757353,BCA-104272,11/30/2021
570 Golden W Dr,Big Bear Lake,CA,92315,34.24202770000001,-116.8895389,BCA-104119,11/19/2021
634 Golden W Dr,Redlands,CA,92373,34.0316825,-117.1434104,BCA-103188,8/7/2021
709 Golden W Dr,Big Bear Lake,CA,92315,34.2394273,-116.8891248,BCA-104449,1/4/2022
42642 Gold Rush Dr,Big Bear Lake,CA,92315,34.2511479,-116.8721232,BCA-105199,2/25/2022
42749 Gold Rush Dr,Big Bear,CA,92314,34.2510088,-116.8696384,BCA-103690,9/25/2021
863 Ravine Rd,Big Bear Lake,CA,92315,34.2363951,-116.8601707,BCA-103833,11/16/2021
43682 Ridgecrest Dr,Big Bear Lake,CA,92315,34.2257552,-116.8488618,BCA-103766,10/25/2021
43556 Ridgecrest Dr,Big Bear Lake,CA,92315,34.23002870000001,-116.8515424,BCA-103499,12/7/2021
1464 Rockspray Dr,Big Bear Lake,CA,92315,34.2262598,-116.8530495,BCA-104578,12/3/2021
319 Eureka Dr,Big Bear Lake,CA,92315,34.246799,-116.8980736,BCA-104871,7/24/2021
753 Eureka Dr,Big Bear Lake,CA,92315,34.2388917,-116.8979241,BCA-103796,10/1/2021
774 Eureka Dr,Big Bear Lake,CA,92315,34.238531,-116.8985567,BCA-105414,4/9/2022
41931 Evergreen Dr,Big Bear Lake,CA,92315,34.2394075,-116.8873303,BCA-104138,11/12/2021
42109 Evergreen Dr,Big Bear Lake,CA,92315,34.2396414,-116.8833504,BCA-104687,1/7/2022
625 Thrush Dr,Big Bear Lake,CA,92315,34.2409769,-116.8921154,BCA-104300,11/12/2021
572 Vail Ln,Big Bear Lake,CA,92315,34.2418988,-116.8841096,BCA-103129,8/5/2021
43557 Shasta Pl,Big Bear Lake,CA,92315,34.2249518,-116.851761,BCA-103890,10/8/2021
43490 Sheephorn Rd,Big Bear,CA,92314,34.2362971,-116.8548317,BCA-103858,10/9/2021
825 Silver Tip Dr,Big Bear Lake,CA,92315,34.23726389999999,-116.8610565,BCA-104580,12/1/2021
585 Silvertip Dr,Incline Village,NV,89451,39.2516695,-119.9782765,BCA-104293,11/10/2021
780 Daisy Ln,Big Bear Lake,CA,92315,34.241105,-116.9364184,BCA-103156,9/11/2021
42592 Donez Way,Big Bear Lake,CA,92315,34.2482066,-116.8727797,BCA-102839,7/10/2021
40203 Dream St,Big Bear Lake,CA,92315,34.2420108,-116.924918,BCA-104470,12/12/2021
158 Eagle Dr,Ephrata,PA,17522,40.149819,-76.199052,BCA-105237,3/26/2022
42848 Eagles Flight Pl,Big Bear Lake,CA,92315,34.255646,-116.8680739,BCA-104643,12/8/2021
42252 Eagle Ridge Dr,Big Bear Lake,CA,92315,34.257081,-116.8811172,BCA-103348,11/7/2021
42336 Eagle Ridge,Big Bear Lake,CA,92315,34.2573487,-116.878358,BCA-104550,12/6/2021
255 Echo Hill Rd,Big Bear Lake,CA,92315,34.2535977,-116.8686491,BCA-104693,1/7/2022
114 Stony Creek Rd,Big Bear Lake,CA,92315,34.2509158,-116.8684095,BCA-103018,8/21/2021
569 Summit Blvd,Big Bear Lake,CA,92315,34.2418956,-116.8881355,BCA-104727,1/31/2022
569 Summit Blvd APT 6,Big Bear Lake,CA,92315,34.2420397,-116.8880478,BCA-105006,3/9/2022
655 Summit Blvd Unit B,Big Bear Lake,CA,92315,34.240437,-116.88814,BCA-103483,10/27/2021
795 Summit Blvd # 2,Big Bear Lake,CA,92315,34.2378531,-116.8882612,BCA-102546,6/26/2021
795 Summit Blvd APT 4,Big Bear Lake,CA,92315,34.2379123,-116.8881612,BCA-104014,11/18/2021
2218 W Houston St,Broken Arrow,OK,74012,36.0467902,-95.8168618,BCA-103195,8/11/2021
Sunset Dr,Columbus,OH,43202,40.0236975,-83.0187308,BCA-103455,8/21/2021
787 Switzerland Pl,Big Bear Lake,CA,92315,34.2381569,-116.8904131,BCA-105080,2/6/2022
41728 Switzerland Dr,Big Bear Lake,CA,92315,34.2377617,-116.8917473,BCA-104979,1/25/2022
41829 Switzerland Dr,Big Bear Lake,CA,92315,34.2373819,-116.8895158,BCA-103350,8/24/2021
41935 Switzerland Dr Apt 101,Big Bear Lake,CA,92315,34.2362636,-116.8860721,BCA-103745,11/20/2021
41935 Switzerland Dr,Big Bear Lake,CA,92315,34.2367465,-116.8873221,BCA-105089,2/13/2022
41664 Comstock Ln,Big Bear Lake,CA,92315,34.2408845,-116.8931046,BCA-103252,8/6/2021
42741 Conifer Dr,Big Bear Lake,CA,92315,34.2424425,-116.8698455,BCA-103459,9/3/2021
42786 Conifer Dr,Big Bear Lake,CA,92315,34.2425897,-116.8688792,BCA-104998,2/11/2022
779 Conklin Rd,Big Bear Lake,CA,92315,34.238489,-116.8992468,BCA-104881,2/14/2022
879 Conklin Rd,Big Bear Lake,CA,92315,34.2366366,-116.8992468,BCA-104215,10/26/2021
42649 Constellation Dr,Big Bear Lake,CA,92315,34.243284,-116.871871,BCA-103244,9/27/2021
42678 Cougar Rd,Big Bear Lake,CA,92315,34.2423361,-116.871175,BCA-104752,1/17/2022
42753 Cougar Rd,Big Bear Lake,CA,92315,34.2414311,-116.8695234,BCA-104973,2/19/2022
42817 Willow Ave,Big Bear Lake,CA,92315,34.235955,-116.867977,BCA-104685,1/4/2022
42825 Willow Ave,Big Bear Lake,CA,92315,34.2360052,-116.8678093,BCA-103484,10/27/2021
39209 Willow Landing Rd APT 1,Big Bear Lake,CA,92315,34.2392264,-116.9466922,BCA-103710,11/9/2021
39209 Willow Landing Rd APT 2,Big Bear Lake,CA,92315,34.2392249,-116.9465268,BCA-103354,9/25/2021
39214 Willow Landing Rd,Big Bear Lake,CA,92315,34.2399605,-116.9465382,BCA-103485,10/27/2021
711 Winterset Ct,Big Bear Lake,CA,92315,34.23934150000001,-116.8847077,BCA-103812,10/6/2021
43669 Wolf Rd,Big Bear Lake,CA,92315,34.2336525,-116.849368,BCA-104416,11/17/2021
43863 Wolf Rd,Big Bear Lake,CA,92315,34.2315346,-116.8451457,BCA-103328,10/31/2021
568 Wren Dr,Big Bear Lake,CA,92315,34.2422777,-116.8965438,BCA-103819,10/21/2021
43651 Yosemite Dr,Big Bear Lake,CA,92315,34.231465,-116.8501043,BCA-102256,6/19/2021
43766 Yosemite Dr,Big Bear Lake,CA,92315,34.2309421,-116.847021,BCA-104525,12/11/2021
43850 Yosemite Dr,Big Bear Lake,CA,92315,34.2305312,-116.8451693,BCA-103228,8/13/2021
1294 Lassen Dr,Big Bear Lake,CA,92315,34.2286096,-116.8582955,BCA-104162,10/31/2021
663 Lintner Rd,Big Bear Lake,CA,92315,34.24090330000001,-116.9347164,BCA-103329,8/20/2021
40229 Mahanoy Ln,Big Bear Lake,CA,92315,34.2413763,-116.9243659,BCA-103579,9/16/2021
40230 Mahanoy Ln,Big Bear Lake,CA,92315,34.2417386,-116.9243659,BCA-103266,9/13/2021
40266 Mahanoy Ln,Big Bear Lake,CA,92315,34.2416927,-116.9235379,BCA-105213,2/17/2022
682 Main St,South Windsor,CT,06074,41.8194111,-72.62003709999999,BCA-103632,9/2/2021
758 Marin Rd,Big Bear Lake,CA,92315,34.238896,-116.9071852,BCA-105382,3/6/2022
780 Marin Rd,Big Bear Lake,CA,92315,34.238539,-116.907193,BCA-104582,10/30/2021
792 Marin Rd,Big Bear Lake,CA,92315,34.2383548,-116.9071946,BCA-104413,11/17/2021
42658 La Cerena Ave,Big Bear Lake,CA,92315,34.2376697,-116.8714302,BCA-103783,10/2/2021
42672 La Cerena Ave,Big Bear Lake,CA,92315,34.2376576,-116.8711799,BCA-102650,6/24/2021
42534 La Placida Ave,Big Bear Lake,CA,92315,34.238341,-116.874207,BCA-104473,12/7/2021
42649 La Placida Ave,Big Bear Lake,CA,92315,34.237947,-116.871746,BCA-104133,11/29/2021
42675 La Placida Ave,Big Bear Lake,CA,92315,34.2379725,-116.8711684,BCA-103432,8/27/2021
42676 La Placida Ave,Big Bear Lake,CA,92315,34.23832489999999,-116.8711085,BCA-103039,7/23/2021
42679 La Placida Ave,Big Bear Lake,CA,92315,34.2379887,-116.8710994,BCA-103431,8/30/2021
117 Lagunita Ln,Big Bear Lake,CA,92315,34.2506852,-116.9313123,BCA-103698,11/27/2021
42819 Monterey St,Big Bear Lake,CA,92315,34.2407015,-116.8680049,BCA-102671,7/16/2021
42827 Monterey St,Big Bear Lake,CA,92315,34.2408254,-116.8678208,BCA-105328,2/25/2022
42871 Monterey St,Big Bear Lake,CA,92315,34.2408007,-116.8669005,BCA-105399,6/1/2021
42929 Monterey St,Big Bear Lake,CA,92315,34.2405079,-116.8657501,BCA-103642,9/27/2021
43021 Monterey St,Big Bear Lake,CA,92315,34.240485,-116.863686,BCA-104502,12/13/2021
43088 Monterey St,Big Bear Lake,CA,92315,34.2407975,-116.8622989,BCA-104977,2/25/2022
813 Mountain Sky Dr,Big Bear Lake,CA,92315,34.2375599,-116.8864561,BCA-104378,12/6/2021
343 Mountainaire Ln,Big Bear Lake,CA,92315,34.246397,-116.9024214,BCA-103677,10/7/2021
791 Mountain Sky Dr,Big Bear Lake,CA,92315,34.237947,-116.886354,BCA-103494,10/17/2021
792 Mountain Sky Dr,Big Bear Lake,CA,92315,34.2379346,-116.8869162,BCA-102658,6/19/2021
40195 Guinan Ln,Big Bear Lake,CA,92315,34.2401556,-116.925102,BCA-103416,10/17/2021
42846 Hawk Dr,Big Bear,CA,92314,34.2414621,-116.8676828,BCA-104858,1/14/2022
42859 Hawk Dr,Big Bear Lake,CA,92315,34.241323,-116.867199,BCA-103516,9/9/2021
659 Highland Rd,Highland,MI,48357,42.64114499999999,-83.6259884,BCA-104232,11/5/2021
861 Highland Ln,Big Bear Lake,CA,92315,34.2369225,-116.924642,BCA-104003,11/21/2021
39965 Hillcrest Dr,Big Bear Lake,CA,92315,34.2397059,-116.9298172,BCA-104368,12/27/2021
880 Jay Bird Ln,Big Bear Lake,CA,92315,34.2367212,-116.9303268,BCA-103785,11/15/2021
41790 Brownie Ln #2,Big Bear Lake,CA,92315,34.2425571,-116.8903679,BCA-103931,11/19/2021
1362 Club View Dr #2,Big Bear,CA,92314,34.2276466,-116.8628972,BCA-103309,7/29/2021
692 Poppy Rd,San Marcos,CA,92078,33.1264373,-117.1798494,BCA-105159,3/18/2022
806 Summit Blvd Unit B,Big Bear Lake,CA,92315,34.2377233,-116.8886961,BCA-103635,9/18/2021
42925 Sunset Dr,Big Bear Lake,CA,92315,34.2392925,-116.8658581,BCA-102975,8/19/2021
42538 La Placida Ave,Big Bear Lake,CA,92315,34.2383437,-116.8740788,BCA-103697,11/1/2021
948 Elk Rd,Big Bear Lake,CA,92315,34.2349906,-116.8589294,BCA-104905,1/20/2022
42647 Alta Vista Ave,Big Bear Lake,CA,92315,34.2425989,-116.8719161,BCA-105222,2/19/2022
889 Andrew Ln,Big Bear Lake,CA,92315,34.2366387,-116.913739,BCA-104511,1/23/2022
443 Arroyo Dr,Big Bear Lake,CA,92315,34.2446254,-116.9285062,BCA-103669,10/25/2021
1214 Aspen Dr,Big Bear Lake,CA,92315,34.2284199,-116.865428,BCA-103158,8/19/2021
41171 Pennsylvania Ave,Big Bear Lake,CA,92315,34.2389379,-116.9041697,BCA-104733,1/3/2022
41245 Pennsylvania Ave,Big Bear Lake,CA,92315,34.23887819999999,-116.9023754,BCA-104472,12/17/2021
42565 Peregrine Ave,Big Bear Lake,CA,92315,34.238613,-116.873554,BCA-102523,6/3/2021
42665 Peregrine Ave,Big Bear Lake,CA,92315,34.2386103,-116.87141,BCA-105504,5/20/2022
42751 Peregrine Ave,Big Bear Lake,CA,92315,34.238597,-116.869278,BCA-103873,10/28/2021
43130 Plymouth Rd,Big Bear Lake,CA,92315,34.2379424,-116.8614246,BCA-103415,10/7/2021
651 Ponderosa Dr,Big Bear Lake,CA,92315,34.240495,-116.887152,BCA-104541,11/30/2021
195 Finch Dr,Big Bear Lake,CA,92315,34.2525361,-116.9027665,BCA-103001,8/13/2021
39863 Forest Rd,Big Bear Lake,CA,92315,34.2460122,-116.9324372,BCA-103032,8/29/2021
39994 Forest Rd,Big Bear Lake,CA,92315,34.2455646,-116.9294722,BCA-104769,1/19/2022
42577 Fox Farm Rd,Big Bear Lake,CA,92315,34.2485264,-116.8732505,BCA-102763,6/22/2021
41706 Tanager Dr,Big Bear Lake,CA,92315,34.2471781,-116.8921154,BCA-104085,11/15/2021
102 Teakwood Dr,Big Bear Lake,CA,92315,34.2504821,-116.8698225,BCA-102492,7/3/2021
138 Teakwood Dr,Bozeman,MT,59718,45.6686261,-111.0969303,BCA-103446,8/12/2021
224 Teakwood Dr,Big Bear Lake,CA,92315,34.2480326,-116.8697074,BCA-103109,8/10/2021
760 Tehama Dr,Big Bear Lake,CA,92315,34.2382149,-116.864135,BCA-103320,8/20/2021
816 Tehama Dr,Big Bear Lake,CA,92315,34.2372733,-116.8628972,BCA-103251,8/14/2021
468 Temple Ln,Big Bear Lake,CA,92315,34.2441772,-116.92478,BCA-105130,8/11/2021
428 Tennessee Ln,Big Bear Lake,CA,92315,34.2449306,-116.9275976,BCA-104895,2/13/2022
186 Round Dr,Big Bear Lake,CA,92315,34.2511883,-116.9384654,BCA-104463,11/23/2021
39414 Ruby Ln,Big Bear Lake,CA,92315,34.2393834,-116.9421684,BCA-104011,11/18/2021
783 St Moritz Dr,Big Bear Lake,CA,92315,34.2381041,-116.8911492,BCA-104907,1/21/2022
1267 San Pasqual Dr,Big Bear Lake,CA,92315,34.2290741,-116.8491379,BCA-104244,11/10/2021
43201 Sand Canyon Rd,Big Bear Lake,CA,92315,34.2324009,-116.8598141,BCA-103340,10/26/2021
43230 Sand Canyon Rd,Big Bear Lake,CA,92315,34.2338091,-116.8593079,BCA-103926,10/14/2021
43275 Sand Canyon Rd,Big Bear Lake,CA,92315,34.2338492,-116.8581114,,
431 Santa Clara Blvd,Big Bear Lake,CA,92315,34.2443922,-116.8754132,BCA-104052,10/20/2021
222 Scandia Rd,Big Bear Lake,CA,92315,34.2485009,-116.878312,BCA-105395,3/8/2022
329 Scandia Rd,Big Bear Lake,CA,92315,34.2462093,-116.87646,BCA-103692,11/28/2021
710 Elm St,Endicott,NY,13760,42.09761719999999,-76.08048889999999,BCA-103024,9/20/2021
42912 Encino Rd,Big Bear Lake,CA,92315,34.2402601,-116.8661183,BCA-103758,10/21/2021
43078 Encino Rd,Big Bear Lake,CA,92315,34.2402305,-116.862483,BCA-103051,9/9/2021
40180 Esterly Ln,Big Bear Lake,CA,92315,34.2411263,-116.925424,BCA-104380,11/23/2021
149 Eureka Dr,Big Bear Lake,CA,92315,34.2499027,-116.8993389,BCA-103148,9/4/2021
1146 Siskiyou Dr,Big Bear Lake,CA,92315,34.2316584,-116.8595034,BCA-104545,1/21/2022
850 Sky High Dr,Big Bear Lake,CA,92315,34.237269,-116.9183165,BCA-103191,9/25/2021
896 Sky High Dr,Big Bear Lake,CA,92315,34.2364893,-116.9182935,BCA-103974,10/15/2021
746 Snowbird Ct,Big Bear Lake,CA,92315,34.2387626,-116.882039,BCA-103915,10/14/2021
42131 Snowmass Ln,Big Bear Lake,CA,92315,34.2429127,-116.8827982,BCA-104041,11/9/2021
42628 Sonoma Dr,Big Bear Lake,CA,92315,34.2418898,-116.8723188,BCA-104198,11/14/2021
42726 Sonoma Dr,Big Bear Lake,CA,92315,34.2413892,-116.8702136,BCA-104684,1/12/2022
360 Starlight Cir,Big Bear Lake,CA,92315,34.254031,-116.871594,BCA-104183,11/19/2021
782 Cove Dr,Big Bear Lake,CA,92315,34.239517,-116.957083,BCA-103583,9/16/2021
419 Crater Lake Rd,Big Bear Lake,CA,92315,34.2452924,-116.8727904,BCA-104338,11/11/2021
425 Crater Lake Rd,Big Bear Lake,CA,92315,34.2451421,-116.8727444,BCA-105030,2/16/2022
124 Crystal Lake Rd,Big Bear Lake,CA,92315,34.2500256,-116.8738947,BCA-102569,6/12/2021
43243 Deer Canyon Rd,Big Bear Lake,CA,92315,34.2322474,-116.8587557,BCA-104785,2/17/2022
529 Vista Ln,Big Bear Lake,CA,92315,34.243122,-116.925838,BCA-102957,7/13/2021
524 Wanita Ln,Big Bear Lake,CA,92315,34.2431707,-116.92478,BCA-103480,10/21/2021
527 Wanita Ln,Big Bear Lake,CA,92315,34.243126,-116.924458,BCA-104007,11/20/2021
42539 Willow Ave,Big Bear Lake,CA,92315,34.236026,-116.8740443,BCA-102686,7/13/2021
42680 Willow Ave,Big Bear Lake,CA,92315,34.2363417,-116.8708721,BCA-104831,1/24/2022
41764 Brownie Ln # 3,Big Bear Lake,CA,92315,34.2425395,-116.8907974,BCA-103823,10/6/2021
42133 Brownie Ln,Big Bear Lake,CA,92315,34.2437832,-116.8825221,BCA-103333,8/22/2021
749 Cameron Dr,Big Bear Lake,CA,92315,34.2387465,-116.913509,BCA-105405,3/9/2022
785 Cameron Dr,Big Bear Lake,CA,92315,34.238294,-116.914061,BCA-103406,6/27/2021
819 Cameron Dr,Big Bear Lake,CA,92315,34.2377539,-116.9132789,BCA-104451,10/25/2021
43752 Canyon Crest Dr,Big Bear Lake,CA,92315,34.2318253,-116.8472051,BCA-103581,9/16/2021
43767 Canyon Crest Dr,Big Bear Lake,CA,92315,34.2313419,-116.8472051,BCA-103964,10/16/2021
42274 Castle Crag Rd,Big Bear Lake,CA,92315,34.2555271,-116.8801065,BCA-102790,8/18/2021
392 Catalina Rd,Big Bear Lake,CA,92315,34.2451892,-116.8800605,BCA-104647,12/8/2021
268 Bluebird Ct,Big Bear Lake,CA,92315,34.2477189,-116.8957962,BCA-105373,4/4/2022
40264 Bonita Ln,Big Bear Lake,CA,92315,34.2427644,-116.9232619,BCA-103369,10/17/2021
43386 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2314726,-116.8552468,BCA-103353,9/26/2021
43466 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2297072,-116.8534636,BCA-102592,6/12/2021
43532 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2287049,-116.8521176,BCA-104725,1/4/2022
43601 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2269783,-116.8510247,BCA-104760,1/31/2022
43602 Bow Canyon Ln,Big Bear Lake,CA,92315,34.2281604,-116.8507946,BCA-104862,12/13/2021
493 Catalina Rd,Big Bear Lake,CA,92315,34.2434374,-116.8775413,BCA-103358,8/1/2021
513 Catalina Rd,Big Bear Lake,CA,92315,34.2430585,-116.8762874,BCA-103836,10/8/2021
520 Catalina Rd,Big Bear Lake,CA,92315,34.2426527,-116.8764715,BCA-103780,11/15/2021
530 Catalina Rd,Big Bear Lake,CA,92315,34.2424018,-116.8758273,BCA-104847,11/5/2021
42547 Cedar Ave,Big Bear Lake,CA,92315,34.2366367,-116.8738027,BCA-104422,11/18/2021
857 Fir St W,Madera,CA,93636,36.9218002,-119.8088447,BCA-104518,11/29/2021
42798 Cedar Ave,Big Bear Lake,CA,92315,34.23695319999999,-116.8683155,BCA-105225,2/19/2022
40742 Cherry Ln,Big Bear Lake,CA,92315,34.2342277,-116.9128649,BCA-105093,1/28/2022
447 Chipmunk Ln,Big Bear Lake,CA,92315,34.2448695,-116.9455263,BCA-105288,2/25/2022
40670 Big Bear Blvd APT 3,Big Bear Lake,CA,92315,34.2443131,-116.9143721,BCA-103060,7/28/2021
40670 Big Bear Blvd # 6,Big Bear Lake,CA,92315,34.2441378,-116.9142251,BCA-105228,2/22/2022
40705 Big Bear Blvd,Big Bear Lake,CA,92315,34.2434723,-116.9137739,BCA-105367,4/29/2022
1340 Balsam Dr,Big Bear Lake,CA,92315,34.22784000000001,-116.8644272,BCA-103592,10/7/2021
